Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales Manager,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,random,Returned
5301,CA-2017-113831,30/05/2017,03/06/2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,10,0,386.835,45,0
5302,CA-2017-113831,30/05/2017,03/06/2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,6,0,653.301,12,0
5303,CA-2017-113831,30/05/2017,03/06/2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-LA-10001297,Office Supplies,Labels,Avery 473,62.1,6,0,29.808,17,0
5304,US-2015-139500,16/11/2015,20/11/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.296,2,0.3,-1.0656,45,0
5305,US-2015-166310,21/09/2015,23/09/2015,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Garland,Texas,75043,Central,Kelly Williams,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,46,0
5306,US-2017-168410,21/02/2017,26/02/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,Chuck Magee,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,0,28.959,11,0
5307,US-2017-168410,21/02/2017,26/02/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,Chuck Magee,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199,4,0
5308,US-2017-168410,21/02/2017,26/02/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,Chuck Magee,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,39.98,2,0,1.999,17,0
5309,CA-2018-131254,19/11/2018,21/11/2018,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",191.058,3,0.3,-46.3998,40,0
5310,CA-2018-131254,19/11/2018,21/11/2018,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,5,0.2,3.912,19,0
5311,CA-2018-131254,19/11/2018,21/11/2018,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,6,0.8,-2287.782,28,0
5312,CA-2017-123414,21/08/2017,27/08/2017,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,Cassandra Brandow,OFF-LA-10004559,Office Supplies,Labels,Avery 49,9.216,4,0.2,3.3408,8,0
5313,CA-2017-123414,21/08/2017,27/08/2017,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,Cassandra Brandow,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2,0.2,3.506,19,0
5314,CA-2018-137876,30/04/2018,05/05/2018,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,0,21.4368,20,0
5315,CA-2018-137876,30/04/2018,05/05/2018,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,0,14.9744,38,0
5316,CA-2017-154060,02/05/2017,08/05/2017,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,Cassandra Brandow,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,9,0.2,11.691,1,0
5317,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284,8,0
5318,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.656,1,0.2,1.5691,1,0
5319,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,20.736,4,0.2,7.2576,37,0
5320,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888,31,0
5321,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836,32,0
5322,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.236,4,0.7,-26.2476,24,0
5323,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2,0.2,5.928,46,0
5324,CA-2018-134439,18/09/2018,23/09/2018,Second Class,TM-21010,Tamara Manning,Consumer,United States,Grand Island,Nebraska,68801,Central,Kelly Williams,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0,7.98,14,0
5325,CA-2016-119508,04/12/2016,09/12/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,Anna Andreadi,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,0,6.253,45,0
5326,CA-2016-119508,04/12/2016,09/12/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,Anna Andreadi,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,6,0,9.0288,1,0
5327,CA-2016-152681,17/01/2016,22/01/2016,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Lawrence,Massachusetts,1841,East,Chuck Magee,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0,2.004,42,0
5328,CA-2015-130813,06/01/2015,08/01/2015,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0,9.3312,50,0
5329,CA-2016-120320,05/03/2016,09/03/2016,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2,0.2,2.394,12,0
5330,CA-2017-111941,25/12/2017,28/12/2017,Second Class,BD-11620,Brian DeCherney,Consumer,Mexico,,,,,#N/A,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,7,0
5331,CA-2017-123120,04/09/2017,08/09/2017,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,0,24.9366,9,0
5332,CA-2017-123120,04/09/2017,08/09/2017,Standard Class,CV-12295,Christina VanderZanden,Consumer,Mexico,,,,,#N/A,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,60.6,5,0.2,20.4525,13,0
5333,CA-2017-123120,04/09/2017,08/09/2017,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,0,6.5888,28,0
5334,CA-2015-103331,26/08/2015,01/09/2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,Chuck Magee,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,10.68,4,0,4.0584,48,0
5335,CA-2015-103331,26/08/2015,01/09/2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,Chuck Magee,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.4966,43,0
5336,CA-2015-103331,26/08/2015,01/09/2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,Chuck Magee,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,1,0,1.5548,22,0
5337,CA-2016-169278,21/05/2016,25/05/2016,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,3,0
5338,CA-2018-111577,16/10/2018,21/10/2018,,AJ-10780,Anthony Jacobs,Corporate,United States,Scottsdale,Arizona,85254,West,Anna Andreadi,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,307.776,7,0.2,111.5688,7,0
5339,CA-2016-146486,09/11/2016,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,244.55,5,0,4.891,44,1
5340,CA-2016-146486,09/11/2016,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,12.24,6,0,5.7528,15,1
5341,CA-2016-146486,09/11/2016,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2,0,6.0114,16,1
5342,CA-2016-146486,09/11/2016,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,5,0,53.997,31,1
5343,US-2015-168501,21/11/2015,27/11/2015,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,1.632,1,0.2,0.5508,26,0
5344,US-2015-168501,21/11/2015,27/11/2015,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,267.96,5,0.2,16.7475,42,0
5345,CA-2016-112053,11/10/2016,13/10/2016,Second Class,SH-20395,Shahid Hopkins,Consumer3,United States,Rochester,New York,14609,East,Chuck Magee,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",31.95,1,0,2.2365,25,0
5346,CA-2018-108539,21/03/2018,23/03/2018,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936,38,0
5347,CA-2018-108539,21/03/2018,23/03/2018,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,2,0
5348,CA-2018-108539,21/03/2018,23/03/2018,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,18,0
5349,CA-2016-149811,04/01/2016,10/01/2016,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,Kelly Williams,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0,15.5232,1,0
5350,CA-2016-149811,04/01/2016,10/01/2016,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,Kelly Williams,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0,19.95,19,0
5351,US-2018-103814,09/12/2018,16/12/2018,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Park Ridge,Illinois,60068,Central,Kelly Williams,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.856,9,0.2,48.5514,40,0
5352,CA-2017-123932,06/09/2017,12/09/2017,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92,4,0.2,15.196,43,0
5353,CA-2017-123932,06/09/2017,12/09/2017,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,Central,Kelly Williams,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,2,0.2,37.0782,15,0
5354,US-2017-101616,03/09/2017,06/09/2017,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,71203,South,Cassandra Brandow,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,0,41.0216,2,0
5355,CA-2015-113768,13/05/2015,19/05/2015,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,0.2,20.9592,29,0
5356,CA-2015-113768,13/05/2015,19/05/2015,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,8,2,0,3.84,35,0
5357,CA-2017-138037,29/09/2017,03/10/2017,Standard Class,AR-10540,Andy Reiter,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,0.2,9.534,1,0
5358,CA-2015-150490,05/08/2015,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,0,1.636,49,0
5359,CA-2015-150490,05/08/2015,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,15.78,2,0,0.6312,47,0
5360,CA-2015-150490,05/08/2015,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0,12.8744,5,0
5361,US-2018-126060,14/04/2018,18/04/2018,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Fayetteville,North Carolina,28314,South,Cassandra Brandow,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,8,0.2,-32.2192,28,0
5362,CA-2018-100951,09/06/2018,10/06/2018,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,5,0.2,54.057,11,0
5363,CA-2017-122017,29/12/2017,02/01/2018,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,Central,Kelly Williams,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904,33,0
5364,CA-2017-122017,,02/01/2018,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,Central,Kelly Williams,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,0,22.9488,30,0
5365,CA-2015-123477,18/01/2015,21/01/2015,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864,43,0
5366,CA-2017-107790,20/11/2017,24/11/2017,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.192,1,0.2,13.2293,25,0
5367,CA-2018-158071,10/06/2018,15/06/2018,,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,31,0
5368,CA-2018-158071,10/06/2018,15/06/2018,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-LA-10004689,Office Supplies,Labels,Avery 512,11.56,4,0,5.4332,3,0
5369,CA-2018-158071,10/06/2018,15/06/2018,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.58,1,0,3.895,50,0
5370,CA-2018-147403,10/09/2018,13/09/2018,First Class,KH-16630,Ken Heidel,Corporate,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.056,3,0.2,28.7064,19,0
5371,US-2018-136721,08/04/2018,12/04/2018,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237,Central,Kelly Williams,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296,15,0
5372,US-2018-136721,08/04/2018,12/04/2018,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237,Central,Kelly Williams,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,0,79.794,4,0
5373,CA-2016-118738,24/10/2016,30/10/2016,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432,25,0
5374,CA-2016-118738,24/10/2016,30/10/2016,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,347.361,7,0.3,-69.4722,2,0
5375,CA-2016-118738,24/10/2016,30/10/2016,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Mexico,,,,,#N/A,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,10.368,2,0.2,3.6288,10,0
5376,CA-2018-134152,27/05/2018,31/05/2018,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816,50,0
5377,CA-2018-134152,27/05/2018,31/05/2018,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.44,3,0,7.86,7,0
5378,CA-2015-125542,05/12/2015,07/12/2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,7,0.2,117.6147,43,0
5379,CA-2015-125542,05/12/2015,07/12/2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,4,0.2,-30.2288,19,0
5380,CA-2017-136021,14/08/2017,18/08/2017,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.54,3,0,7.6146,30,0
5381,CA-2017-136021,14/08/2017,18/08/2017,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6,0.2,35.6238,13,0
5382,CA-2017-149195,05/09/2017,07/09/2017,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,5,0.2,9.072,21,0
5383,CA-2017-149195,05/09/2017,07/09/2017,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.808,8,0.2,5.3352,48,0
5384,CA-2017-149195,05/09/2017,07/09/2017,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.368,2,0.2,3.7584,41,0
5385,CA-2018-161410,26/06/2018,03/07/2018,Standard Class,CC-12220,Chris Cortes,Consumer3,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3,0.4,41.79,41,0
5386,CA-2018-161410,26/06/2018,03/07/2018,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,14,0.4,72.7888,2,0
5387,CA-2018-152786,12/03/2018,17/03/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Rogers,Arkansas,72756,South,Cassandra Brandow,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,0,18.5886,47,0
5388,CA-2018-164707,18/02/2018,21/02/2018,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3,0.2,10.4985,8,0
5389,CA-2018-164707,18/02/2018,21/02/2018,,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0,47.0979,25,0
5390,CA-2018-164707,18/02/2018,21/02/2018,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0,4.8118,19,0
5391,CA-2018-163874,10/11/2018,12/11/2018,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,3,0.2,9.5526,14,0
5392,US-2015-123183,19/11/2015,25/11/2015,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,Chuck Magee,OFF-LA-10002787,Office Supplies,Labels,Avery 480,22.5,6,0,10.8,33,0
5393,US-2015-123183,19/11/2015,25/11/2015,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,Chuck Magee,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2,0,4.5816,35,0
5394,US-2015-123183,19/11/2015,25/11/2015,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,Chuck Magee,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",213.08,7,0,102.2784,1,0
5395,US-2015-123183,19/11/2015,25/11/2015,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,Chuck Magee,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,6,0,235.9524,39,0
5396,CA-2015-104829,18/11/2015,21/11/2015,Second Class,JG-15805,John Grady,Corporate,United States,Provo,Utah,84604,West,Anna Andreadi,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.98,7,0,9.891,27,1
5397,US-2017-147340,24/09/2017,24/09/2017,Same Day,EB-13750,Edward Becker,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0,23.384,11,0
5398,CA-2017-145492,20/11/2017,27/11/2017,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,12,0,11.31,29,1
5399,CA-2017-163202,27/09/2017,02/10/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,43130,East,Chuck Magee,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,0.7,-2.0349,20,0
5400,CA-2017-117681,09/04/2017,14/04/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5,0.15,6.549,42,0
5401,CA-2018-132262,21/09/2018,23/09/2018,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158,41,0
5402,CA-2018-132262,21/09/2018,23/09/2018,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,79.98,2,0,26.3934,27,0
